Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name,1W_value,1W_FLG,1M_value,1M_FLG,3M_value,3M_FLG,6M_value,6M_FLG,1Y_value,1Y_FLG,5Y_value,5Y_FLG,Report,Occurrence,Report Date
500327,Pil Italica Lifestyle Limited,PILITA,Pil Italica Lifestyle Ltd,Active,B ,1.0,INE600A01035,Plastic Products - Consumer,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,3.69,N,16.76,N,-8.26,Y,12.94,Y,4.75,Y,242.72,N,C,,2025-01-27
523754,MAHINDRA EPC IRRIGATION LIMITED,MAHEPC,Mahindra EPC Irrigation Ltd,Active,B ,10.0,INE215D01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,-4.13,N,25.97,N,-16.04,Y,-32.4,Y,-18.64,Y,9.95,Y,C,6,2025-01-27
526027,Cubex Tubings Ltd,CUBEXTUB,CUBEX TUBINGS LTD.,Active,B ,10.0,INE144D01012,Aluminium- Copper & Zinc Products,Equity,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products",-5.38,N,43.84,N,-18.22,Y,-6.42,Y,26.93,Y,670.09,N,C,,2025-01-27
527001,Ashapura Minechem Ltd,ASHAPURMIN,ASHAPURA MINECHEM LTD.,Active,A ,2.0,INE348A01023,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,-3.92,N,35.36,N,29.44,Y,-8.37,Y,-9.68,Y,1148.97,N,C,,2025-01-27
531449,GRM Overseas Ltd.,GRMOVER,GRM OVERSEAS LTD.,Active,B ,2.0,INE192H01020,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,2.1,N,16.45,N,-27.44,Y,0.76,Y,-2.79,Y,,N,C,,2025-01-27
531553,DISHA RESOURCES LIMITED,DRL,Disha Resources Ltd,Active,X ,10.0,INE193D01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,15.25,N,31.78,N,-0.77,Y,-51.59,Y,-6.52,Y,77.93,N,C,,2025-01-27
532440,MPS Limited,MPSLTD,MPS LTD.,Active,B ,10.0,INE943D01017,E-Learning,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,25.53,N,20.98,Y,-4.99,Y,1.4,Y,19.93,Y,635.04,N,C,,2025-01-27
532738,Tantia Constructions Limited,TCLCONS,TANTIA CONSTRUCTIONS LTD.,Active,T ,1.0,INE388G01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,-2.31,N,30.45,N,-6.71,Y,-28.42,Y,24.12,Y,1501.2,N,C,,2025-01-27
532822,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.0,INE669E01016,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,-4.83,N,26.64,N,-27.03,Y,-58.05,Y,-52.0,Y,73.79,N,C,,2025-01-27
532873,Housing Development & Infrastructure  Ltd,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Active,Z ,10.0,INE191I01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",20.0,N,16.23,Y,-9.57,Y,-16.92,Y,-3.08,Y,110.0,N,C,,2025-01-27
532930,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,T ,10.0,INE661I01014,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,8.23,N,48.47,N,93.98,N,153.64,N,-5.67,Y,296.48,N,C,,2025-01-27
533163,ARSS Infrastructure Projects Limited,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Active,T ,10.0,INE267I01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction,0.0,N,38.06,N,0.05,Y,-0.09,Y,-12.17,Y,54.64,N,C,,2025-01-27
534675,PROZONE REALTY LIMITED,PROZONER,Prozone Realty Ltd,Active,B ,2.0,INE195N01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",-10.61,N,32.97,N,-7.72,Y,-19.83,Y,-34.32,Y,123.13,N,C,,2025-01-27
